Symbol;<PER>;Timestamp;<TIME>;Open;High;Low;Close;Volume;Adj Close
MGNT;D;210917;0;5696;5750;5649;5727.5;521584;5727.5
MGNT;D;210920;0;5719;5720.5;5593;5630.5;368610;5630.5
MGNT;D;210921;0;5646;5700;5615.5;5623.5;194654;5623.5
MGNT;D;210922;0;5626.5;5667.5;5626.5;5655.5;87420;5655.5
MGNT;D;210923;0;5652;5994.5;5652;5941;976309;5941
MGNT;D;210924;0;5941;6015;5890;5944.5;583140;5944.5
MGNT;D;210927;0;5972;5982;5842.5;5954.5;606852;5954.5
MGNT;D;210928;0;5980;6055;5850.5;5906.5;639806;5906.5
MGNT;D;210929;0;5906;6049;5905;6027.5;378680;6027.5
MGNT;D;210930;0;6052.5;6131.5;5988;6060;505189;6060
MGNT;D;211001;0;6029.5;6080.5;5976.5;6014;214834;6014
MGNT;D;211004;0;6022;6056.5;5928.5;5985.5;316715;5985.5
MGNT;D;211005;0;5980;6280;5976;6245;452877;6245
MGNT;D;211006;0;6275;6289;6162;6240.5;360967;6240.5
MGNT;D;211007;0;6250;6377;6215.5;6339.5;448205;6339.5
MGNT;D;211008;0;6341.5;6408;6280.5;6300;222182;6300
MGNT;D;211011;0;6310;6365;6272.5;6350;125948;6350
MGNT;D;211012;0;6350;6495;6320.5;6475.5;338364;6475.5
MGNT;D;211013;0;6485;6488.5;6285;6401;227631;6401
MGNT;D;211014;0;6416.5;6446;6342;6358;190400;6358
MGNT;D;211015;0;6351;6354;6218.5;6270.5;263248;6270.5
MGNT;D;211018;0;6252.5;6330.5;6196;6270;186301;6270
MGNT;D;211019;0;6284;6375;6271;6361;201730;6361
MGNT;D;211020;0;6361;6384;6244;6307.5;326123;6307.5
MGNT;D;211021;0;6296.5;6306.5;6144.5;6158;230635;6158
MGNT;D;211022;0;6166;6419;6142;6315.5;484507;6315.5
MGNT;D;211025;0;6320;6480;6283.5;6465;331991;6465
MGNT;D;211026;0;6469;6613.5;6414.5;6570.5;445598;6570.5
MGNT;D;211027;0;6594;6704;6507.5;6668;443068;6668
MGNT;D;211028;0;6668;6741;6551.5;6635;339861;6635
MGNT;D;211029;0;6620;6627;6435.5;6472;329842;6472
MGNT;D;211101;0;6507.5;6565;6430;6536;198637;6536
MGNT;D;211102;0;6552.5;6695;6504.5;6656;258281;6656
MGNT;D;211103;0;6667;6723.5;6570.5;6712;284798;6712
MGNT;D;211105;0;6713;6842;6623;6793.5;418598;6793.5
MGNT;D;211108;0;6807;6972;6791.5;6859.5;361677;6859.5
MGNT;D;211109;0;6879;7011.5;6680;6729.5;507463;6729.5
MGNT;D;211110;0;6731;6731;6583;6594;489789;6594
MGNT;D;211111;0;6619.5;6796;6470;6779;513124;6779
MGNT;D;211112;0;6794.5;6822;6492;6568.5;705952;6568.5
MGNT;D;211115;0;6575;6640;6443.5;6499.5;396228;6499.5
MGNT;D;211116;0;6500;6590;6460.5;6551;304438;6551
MGNT;D;211117;0;6557;6557;6315.5;6405;406460;6405
MGNT;D;211118;0;6387.5;6427;5938;5945.5;898753;5945.5
MGNT;D;211119;0;5945.5;6219.5;5796.5;6014;2349502;6014
MGNT;D;211122;0;6015.5;6100;5749;5789.5;900867;5789.5
MGNT;D;211123;0;5740.5;5919;5620;5917;742777;5917
MGNT;D;211124;0;5927;5973;5789;5875;535221;5875
MGNT;D;211125;0;5932.5;6081.5;5880;6056;433085;6056
MGNT;D;211126;0;5973.5;5973.5;5740.5;5775.5;544676;5775.5
MGNT;D;211129;0;5832.5;5914;5802;5898.5;425202;5898.5
MGNT;D;211130;0;5860;5978;5698;5733;588733;5733
MGNT;D;211201;0;5754;5889;5728;5768;432481;5768
MGNT;D;211202;0;5780;5824;5736;5789;267767;5789
MGNT;D;211203;0;5803;5823.5;5693.5;5715.5;207500;5715.5
MGNT;D;211206;0;5745;5794;5603;5650;295388;5650
MGNT;D;211207;0;5675;5850;5619.5;5841.5;319388;5841.5
MGNT;D;211208;0;5850;5907;5680;5765;302496;5765
MGNT;D;211209;0;5775;5949.5;5755;5908;376811;5908
MGNT;D;211210;0;5915;5958;5770.5;5822.5;249378;5822.5
MGNT;D;211213;0;5823;5892.5;5600;5637;364303;5637
